1,0.54509
2,0.268946
3,0.185262
4,0.146422
5,0.131683
6,0.135021
7,0.131851
8,0.123244
9,0.093995
10,0.098801
11,0.0924166
12,0.0879768
12,0.0999999
12,0.123
12,0.0970001
12,0.098
11,0.102
1,0.537
2,0.272
3,0.211
1,0.527
2,0.262
3,0.205
3,0.205
